iter	RMSE
753	24771.92186
754	24758.24054
755	24754.21121
756	24747.41508
757	24740.57453
758	24731.09712
759	24726.39367
760	24711.95349
761	24707.6105
762	24702.62827
763	24698.82216
764	24692.02485
765	24685.25871
766	24679.04821
767	24671.78742
768	24667.11539
769	24663.3722
770	24659.39588
771	24650.42293
772	24643.45657
773	24633.96352
774	24628.19079
775	24617.88245
776	24602.2172
777	24597.57917
778	24588.71628
779	24569.19794
780	24555.63219
781	24550.36748
782	24547.1319
783	24543.19865
784	24540.16767
785	24536.25686
786	24532.83666
787	24521.64093
788	24510.12378
789	24506.3175
790	24502.60975
791	24498.23269
792	24488.68874
793	24485.69993
794	24478.49227
795	24473.33736
796	24466.296
797	24455.76277
798	24442.96479
799	24426.04707
800	24421.25546
801	24412.953
802	24400.29139
803	24389.25671
804	24384.6652
805	24375.8014
806	24367.31118
807	24363.59637
808	24349.73787
809	24338.35143
810	24329.79792
811	24320.26173
812	24318.15647
813	24310.35101
814	24305.02881
815	24300.73208
816	24295.30143
817	24290.92036
818	24288.29271
819	24283.05246
820	24278.53917
821	24274.94058
822	24272.03914
823	24269.53932
824	24265.71835
825	24260.54954
826	24256.12337
827	24254.07886
828	24250.41247
829	24246.07672
830	24242.42526
831	24229.49525
832	24222.16496
833	24213.41125
834	24209.80882
835	24201.67971
836	24193.53736
837	24189.94517
838	24182.84496
839	24171.04442
840	24162.77189
841	24156.77633
842	24150.82531
843	24147.09079
844	24143.48783
845	24130.96578
846	24127.15305
847	24123.64068
848	24117.70708
849	24113.24867
850	24108.49213
851	24107.01079
852	24103.30524
853	24099.75158
854	24086.72229
855	24083.9342
856	24080.70353
857	24077.92613
858	24065.27288
859	24061.66934
860	24056.65344
861	24053.45545
862	24046.20871
863	24031.78102
864	24027.07914
865	24016.84174
866	24016.67348
867	24012.43562
868	24008.92176
869	24005.41565
870	24000.27561
871	23996.06945
872	23992.4698
873	23984.4233
874	23980.25111
875	23974.97385
876	23967.42738
877	23956.29255
878	23950.89249
879	23947.99395
880	23935.37263
881	23930.61043
882	23927.12005
883	23919.77818
884	23919.62316
885	23916.14139
886	23913.37622
887	23910.02509
888	23907.06519
889	23900.42795
890	23897.12434
891	23890.43636
892	23886.87166
893	23883.39899
894	23879.85285
895	23866.77623
896	23863.38842
897	23862.82961
898	23852.22337
899	23844.73843
900	23842.06966
901	23838.61037
902	23835.33905
903	23831.27634
904	23827.53708
905	23821.95025
906	23816.24297
907	23810.90893
908	23800.94233
909	23797.5395
910	23792.61936
911	23789.21446
912	23787.34394
913	23780.57934
914	23777.23904
915	23774.22774
916	23769.60596
917	23764.28446
918	23760.23294
919	23757.13979
920	23754.57458
921	23744.53869
922	23744.37578
923	23733.45008
924	23732.90434
925	23728.89719
926	23723.13035
927	23720.13181
928	23705.00683
929	23696.09206
930	23683.49795
931	23678.8022
932	23678.66464
933	23674.24851
934	23670.98058
935	23665.95691
936	23659.97534
937	23656.49037
938	23652.0922
939	23642.93196
940	23642.38759
941	23633.9533
942	23631.56298
943	23629.74494
944	23625.82877
945	23619.84967
946	23614.53969
947	23610.35075
948	23607.17666
949	23590.61122
950	23590.08128
951	23586.80775
952	23583.96024
953	23580.6982
954	23574.82971
955	23559.67952
956	23553.94349
957	23544.6564
958	23544.10938
959	23539.59146
960	23536.17567
961	23536.04888
962	23535.57247
963	23535.44402
964	23533.11607
965	23527.34888
966	23524.15158
967	23519.15543
968	23517.18716
969	23509.14192
970	23503.22759
971	23496.56208
972	23496.0236
973	23495.50112
974	23491.02564
975	23487.97572
976	23484.54898
977	23480.81628
978	23480.68862
979	23480.54962
980	23478.52212
981	23473.91777
982	23464.51249
983	23461.34607
984	23460.8053
985	23452.44091
986	23452.31682
987	23446.26
988	23437.00943
989	23431.1373
990	23425.28172
991	23424.76432
992	23422.75675
993	23422.22532
994	23419.9485
995	23416.74836
996	23411.71898
997	23406.1032
998	23401.89091
999	23398.76836
1000	23396.30305
1001	23390.55876
1002	23382.49287
1003	23382.36864
1004	23377.34094
1005	23366.33117
1006	23354.3646
1007	23349.10996
1008	23345.55402
1009	23343.56586
1010	23338.07159
1011	23328.07095
1012	23325.00646
1013	23322.31123
1014	23317.42395
1015	23314.33589
1016	23308.62502
1017	23307.79917
1018	23298.12514
1019	23293.50333
1020	23290.59538
1021	23284.9649
1022	23282.23033
1023	23281.72254
1024	23281.26689
1025	23277.96511
1026	23276.10462
1027	23271.17423
1028	23265.58665
1029	23261.49281
1030	23259.67728
1031	23259.15618
1032	23258.63433
1033	23256.23041
1034	23253.3697
1035	23249.44072
1036	23239.48002
1037	23237.27488
1038	23231.52549
1039	23228.48147
1040	23220.80236
1041	23218.22395
1042	23213.95441
1043	23213.45224
1044	23209.59422
1045	23203.9121
1046	23201.8924
1047	23200.47126
1048	23196.64695
1049	23194.43668
1050	23192.14928
1051	23189.9706
1052	23187.61716
1053	23184.57882
1054	23179.232
1055	23178.77883
1056	23178.25354
1057	23174.05717
1058	23171.41503
1059	23168.31414
1060	23164.73421
1061	23159.72692
1062	23156.08512
1063	23151.38297
1064	23149.80496
1065	23144.90402
1066	23141.93027
1067	23136.60057
1068	23134.62346
1069	23130.95123
1070	23128.99879
1071	23125.9649
1072	23122.99968
1073	23118.97192
1074	23116.05573
1075	23105.32723
1076	23102.71437
1077	23099.81611
1078	23095.90084
1079	23092.96252
1080	23085.62698
1081	23080.80914
1082	23076.158
1083	23074.29987
1084	23072.1825
1085	23062.84742
1086	23059.327
1087	23055.65608
1088	23051.62298
1089	23049.45159
1090	23047.66034
1091	23044.27731
1092	23039.91365
1093	23037.68099
1094	23034.60929
1095	23034.09381
1096	23029.87558
1097	23025.912
1098	23012.57576
1099	23007.19722
1100	23003.24665
1101	22998.95246
1102	22995.01626
1103	22991.7756
1104	22984.22348
1105	22979.06309
1106	22976.24893
1107	22970.1968
1108	22967.49197
1109	22963.92998
1110	22950.03071
1111	22947.45047
1112	22944.15807
1113	22939.49116
1114	22936.239
1115	22930.83365
1116	22929.10739
1117	22926.1929
1118	22922.89831
1119	22920.75849
1120	22918.69161
1121	22915.9877
1122	22910.93899
1123	22903.95065
1124	22901.86719
1125	22899.13171
1126	22896.71477
1127	22893.64028
1128	22891.12879
1129	22885.35716
1130	22883.3463
1131	22882.86106
1132	22878.10765
1133	22877.61595
1134	22873.75803
1135	22873.27893
1136	22870.50788
1137	22864.34514
1138	22860.94732
1139	22855.34391
1140	22854.84945
1141	22852.64413
1142	22847.10265
1143	22845.7924
1144	22841.22139
1145	22837.62417
1146	22835.66592
1147	22829.84643
1148	22816.47721
1149	22811.50253
1150	22808.78728
1151	22805.15784
1152	22805.05401
1153	22802.86913
1154	22797.95692
1155	22795.25021
1156	22792.47061
1157	22790.6693
1158	22787.33145
1159	22785.16685
1160	22783.4296
1161	22781.41582
1162	22774.19261
1163	22770.70202
1164	22767.80737
1165	22762.85658
1166	22759.72057
1167	22756.05256
1168	22755.94599
1169	22751.31637
1170	22748.42759
1171	22745.64719
1172	22744.72159
1173	22740.66142
1174	22740.18761
1175	22731.81345
1176	22726.94681
1177	22724.07644
1178	22721.94189
1179	22719.80627
1180	22717.8151
1181	22709.65559
1182	22709.51141
1183	22706.91246
1184	22704.42157
1185	22701.68265
1186	22698.93354
1187	22698.82869
1188	22698.35961
1189	22697.88242
1190	22696.32053
1191	22695.83369
1192	22692.7861
1193	22692.54617
1194	22692.44773
1195	22690.28372
1196	22688.28111
1197	22687.8189
1198	22687.72078
1199	22684.47695
1200	22681.38716
1201	22670.26728
1202	22666.49446
1203	22665.99453
1204	22663.07473
1205	22662.53504
1206	22662.0101
1207	22661.91525
1208	22659.94321
1209	22658.21107
1210	22654.23793
1211	22652.26873
1212	22650.73572
1213	22648.11601
1214	22646.634
1215	22646.54117
1216	22646.27152
1217	22644.31407
1218	22641.86516
1219	22641.41045
1220	22641.3165
1221	22638.72891
1222	22625.39975
1223	22623.90271
1224	22622.1719
1225	22619.51392
1226	22617.71673
1227	22616.79896
1228	22615.28404
1229	22613.3421
1230	22604.68628
1231	22596.69919
1232	22596.60803
1233	22592.69804
1234	22592.24867
1235	22592.15657
1236	22591.70213
1237	22588.69834
1238	22584.61772
1239	22581.4106
1240	22580.95569
1241	22579.4468
1242	22577.93978
1243	22575.74095
1244	22575.25401
1245	22572.74923
1246	22567.78863
1247	22564.14842
1248	22557.48396
1249	22552.79867
1250	22550.29764
1251	22546.54068
1252	22541.91122
1253	22536.33938
1254	22527.48719
1255	22524.84375
1256	22518.42602
1257	22515.52897
1258	22513.54537
1259	22511.60698
1260	22509.58257
1261	22504.88875
1262	22499.07594
1263	22494.2171
1264	22494.12443
1265	22491.6267
1266	22489.60263
1267	22488.77555
1268	22486.59803
1269	22484.06972
1270	22479.39551
1271	22471.21669
1272	22461.29332
1273	22459.18315
1274	22456.69161
1275	22452.21844
1276	22452.13024
1277	22451.3144
1278	22450.03026
1279	22446.3544
1280	22446.03478
1281	22441.61511
1282	22439.09411
1283	22437.13096
1284	22431.07464
1285	22429.14653
1286	22428.91022
1287	22427.31846
1288	22424.72045
1289	22417.51767
1290	22407.7242
1291	22405.13524
1292	22403.79387
1293	22397.00723
1294	22396.78348
1295	22394.19798
1296	22392.55991
1297	22392.46665
1298	22387.50953
1299	22386.65916
1300	22385.81272
1301	22384.96639
1302	22384.8745
1303	22382.33181
1304	22381.48759
1305	22378.99825
1306	22376.4572
1307	22375.61394
1308	22373.04928
1309	22372.75131
1310	22371.31072
1311	22370.46704
1312	22367.98024
1313	22367.69018
1314	22367.47187
1315	22366.28755
1316	22365.98276
1317	22360.11188
1318	22359.37215
1319	22359.07667
1320	22358.2375
1321	22358.01839
1322	22356.59892
1323	22354.12127
1324	22352.67782
1325	22351.84409
1326	22351.54206
1327	22344.23074
1328	22339.62897
1329	22337.72015
1330	22337.49855
1331	22334.58628
1332	22334.35292
1333	22333.65929
1334	22333.4446
1335	22326.63115
1336	22326.38435
1337	22323.79908
1338	22321.2682
1339	22321.05373
1340	22316.63161
1341	22314.19167
1342	22312.56153
1343	22312.25924
1344	22309.09366
1345	22303.85247
1346	22298.18356
1347	22297.35479
1348	22290.43842
1349	22287.45722
1350	22287.18718
1351	22282.59012
1352	22274.34233
1353	22273.51198
1354	22273.05763
1355	22270.63429
1356	22269.0246
1357	22268.20028
1358	22265.63888
1359	22265.35482
1360	22264.06076
1361	22262.7582
1362	22260.38678
1363	22257.8849
1364	22247.38539
1365	22244.97314
1366	22243.58473
1367	22242.90751
1368	22242.61445
1369	22241.214
1370	22238.72312
1371	22236.23597
1372	22235.95449
1373	22235.74648
1374	22235.53682
1375	22229.73864
1376	22229.12018
1377	22228.30697
1378	22223.78211
1379	22223.57022
1380	22221.09477
1381	22218.5815
1382	22216.13299
1383	22214.56838
1384	22212.16987
1385	22208.81741
1386	22206.35347
1387	22203.97754
1388	22202.39831
1389	22202.10569
1390	22199.72231
1391	22197.35052
1392	22192.84179
1393	22189.11696
1394	22186.75098
1395	22183.82803
1396	22181.38836
1397	22180.58325
1398	22179.32594
1399	22176.92398
1400	22176.06842
1401	22174.29587
1402	22170.15329
1403	22165.17267
1404	22164.73877
1405	22162.31484
1406	22161.51532
1407	22159.7522
1408	22157.76288
1409	22156.95572
1410	22156.73834
1411	22155.25898
1412	22153.19612
1413	22150.81695
1414	22150.285
1415	22145.94241
1416	22133.07967
1417	22132.28322
1418	22131.47266
1419	22128.70163
1420	22126.37209
1421	22124.62565
1422	22124.40202
1423	22122.08475
1424	22119.39208
1425	22115.05446
1426	22113.31312
1427	22110.98915
1428	22109.06146
1429	22108.27183
1430	22106.5443
1431	22105.47084
1432	22100.99986
1433	22091.85153
1434	22088.65954
1435	22086.18295
1436	22077.30732
1437	22074.92701
1438	22074.13665
1439	22073.47701
1440	22069.19882
1441	22066.84579
1442	22064.55727
1443	22062.64666
1444	22060.28162
1445	22056.77038
1446	22056.68734
1447	22054.43383
1448	22053.19481
1449	22051.56678
1450	22049.21328
1451	22047.62777
1452	22046.19738
1453	22043.90983
1454	22040.03078
1455	22039.61758
1456	22036.87716
1457	22036.66146
1458	22035.87969
1459	22033.61283
1460	22031.95258
1461	22029.69677
1462	22023.72829
1463	22022.95572
1464	22022.18376
1465	22019.91224
1466	22016.59944
1467	22014.90707
1468	22012.18363
1469	22000.894
1470	21993.13992
1471	21991.82675
1472	21990.13744
1473	21981.73943
1474	21978.69628
1475	21978.61462
1476	21977.22755
1477	21972.57537
1478	21963.60599
1479	21960.24756
1480	21958.9387
1481	21958.68139
1482	21957.54961
1483	21957.35175
1484	21956.80026
1485	21954.32992
1486	21950.58162
1487	21948.34686
1488	21945.19072
1489	21943.46285
1490	21941.23632
1491	21940.43202
1492	21938.20549
1493	21936.36145
1494	21931.73211
1495	21927.454
1496	21925.68536
1497	21923.45055
1498	21917.70497
1499	21914.82672
1500	21914.62594
1501	21912.3355
1502	21910.67911
1503	21908.39422
1504	21906.19179
1505	21903.99255
1506	21901.68968
1507	21899.18087
1508	21896.90763
1509	21896.15144
1510	21893.88417
1511	21892.18825
1512	21891.9878
1513	21884.83298
1514	21882.64584
1515	21878.4817
1516	21876.6638
1517	21875.96933
1518	21875.84139
1519	21874.40428
1520	21872.14727
1521	21869.79448
1522	21867.54081
1523	21866.79064
1524	21864.06599
1525	21860.08682
1526	21858.81866
1527	21851.47291
1528	21846.4311
1529	21841.57559
1530	21839.85739
1531	21837.19716
1532	21835.04025
1533	21832.80848
1534	21828.73244
1535	21826.50462
1536	21818.7534
1537	21816.63541
1538	21811.52767
1539	21811.12393
1540	21809.42976
1541	21807.28973
1542	21807.09248
1543	21804.87892
1544	21802.74241
1545	21801.11038
1546	21798.44044
1547	21794.07842
1548	21793.34794
1549	21791.22622
1550	21789.62747
1551	21778.30648
1552	21778.05398
1553	21776.97963
1554	21776.25112
1555	21774.14303
1556	21773.68002
1557	21772.95599
1558	21771.30667
1559	21769.1203
1560	21765.9566
1561	21763.77541
1562	21760.52032
1563	21758.41895
1564	21757.21504
1565	21756.47751
1566	21754.40801
1567	21752.13042
1568	21748.95083
1569	21748.74399
1570	21745.65109
1571	21743.85103
1572	21743.78128
1573	21732.98172
1574	21730.89426
1575	21726.41813
1576	21723.76263
1577	21721.68114
1578	21720.72486
1579	21716.87447
1580	21716.16022
1581	21714.0868
1582	21713.42305
1583	21711.35333
1584	21711.16353
1585	21701.63679
1586	21699.49652
1587	21695.68464
1588	21691.83891
1589	21689.71218
1590	21687.43837
1591	21684.08591
1592	21682.06387
1593	21680.01472
1594	21677.89113
1595	21673.08804
1596	21671.09001
1597	21670.90072
1598	21664.80958
1599	21664.61733
1600	21662.60823
1601	21662.23879
1602	21656.98424
1603	21654.13831
1604	21652.10069
1605	21650.56441
1606	21648.86961
1607	21647.14333
1608	21645.69284
1609	21641.94635
1610	21637.27847
1611	21636.07788
1612	21635.94354
1613	21625.40847
1614	21623.39275
1615	21623.15814
1616	21615.545
1617	21613.33981
1618	21612.00986
1619	21610.73791
1620	21610.39992
1621	21609.80043
1622	21607.85977
1623	21605.66168
1624	21602.87376
1625	21600.90402
1626	21599.32106
1627	21595.88613
1628	21594.38977
1629	21587.9836
1630	21585.98548
1631	21585.11951
1632	21583.81094
1633	21581.8203
1634	21576.58533
1635	21576.23031
1636	21569.28944
1637	21567.87785
1638	21563.87595
1639	21563.36305
1640	21562.92247
1641	21562.72801
1642	21561.21663
1643	21559.23697
1644	21558.076
1645	21557.42987
1646	21555.43631
1647	21553.9071
1648	21549.61442
1649	21544.96268
1650	21542.93154
1651	21536.92737
1652	21535.38758
1653	21535.03506
1654	21534.67567
1655	21530.00107
1656	21528.08482
1657	21525.3534
1658	21523.17733
1659	21520.30082
1660	21518.82531
1661	21515.3298
1662	21511.54863
1663	21509.27337
1664	21507.98221
1665	21507.1043
1666	21505.28348
