iter	Passed	Remaining
1678	12655	62717
1679	12661	62703
1680	12667	62689
1681	12676	62688
1682	12682	62675
1683	12689	62662
1684	12695	62649
1685	12702	62637
1686	12708	62624
1687	12717	62624
1688	12721	62598
1689	12727	62585
1690	12734	62572
1691	12743	62572
1692	12750	62560
1693	12758	62559
1694	12762	62533
1695	12766	62506
1696	12769	62480
1697	12773	62454
1698	12777	62428
1699	12783	62415
1700	12790	62402
1701	12791	62362
1702	12794	62336
1703	12796	62298
1704	12802	62285
1705	12809	62274
1706	12817	62269
1707	12823	62256
1708	12830	62244
1709	12836	62231
1710	12840	62206
1711	12847	62194
1712	12850	62169
1713	12857	62156
1714	12863	62143
1715	12869	62129
1716	12873	62103
1717	12882	62102
1718	12891	62104
1719	12897	62090
1720	12904	62076
1721	12912	62075
1722	12921	62074
1723	12925	62048
1724	12931	62033
1725	12935	62008
1726	12944	62009
1727	12951	61997
1728	12960	61997
1729	12963	61972
1730	12974	61979
1731	12983	61979
1732	12992	61977
1733	12998	61965
1734	13004	61951
1735	13008	61925
1736	13017	61926
1737	13024	61913
1738	13035	61922
1739	13039	61899
1740	13046	61892
1741	13054	61886
1742	13061	61876
1743	13065	61851
1744	13074	61853
1745	13086	61863
1746	13094	61858
1747	13101	61849
1748	13108	61839
1749	13117	61839
1750	13126	61839
1751	13135	61840
1752	13142	61827
1753	13151	61830
1754	13161	61831
1755	13162	61794
1756	13169	61786
1757	13177	61778
1758	13183	61766
1759	13193	61767
1760	13203	61774
1761	13208	61756
1762	13219	61763
1763	13232	61782
1764	13244	61796
1765	13254	61798
1766	13266	61811
1767	13277	61822
1768	13281	61798
1769	13285	61774
1770	13293	61767
1771	13302	61766
1772	13329	61851
1773	13339	61853
1774	13346	61843
1775	13356	61848
1776	13365	61850
1777	13367	61813
1778	13374	61804
1779	13383	61804
1780	13387	61781
1781	13394	61771
1782	13401	61759
1783	13408	61751
1784	13417	61751
1785	13422	61730
1786	13423	61692
1787	13432	61693
1788	13439	61685
1789	13446	61674
1790	13456	61676
1791	13460	61652
1792	13466	61641
1793	13477	61646
1794	13483	61634
1795	13491	61626
1796	13500	61627
1797	13501	61591
1798	13509	61583
1799	13515	61570
1800	13523	61563
1801	13524	61527
1802	13533	61528
1803	13543	61532
1804	13549	61519
1805	13560	61524
1806	13561	61488
1807	13568	61478
1808	13575	61469
1809	13585	61471
1810	13595	61474
1811	13606	61482
1812	13610	61459
1813	13617	61449
1814	13627	61456
1815	13638	61464
1816	13645	61455
1817	13646	61419
1818	13659	61432
1819	13669	61436
1820	13680	61446
1821	13693	61464
1822	13697	61441
1823	13707	61445
1824	13708	61408
1825	13716	61402
1826	13728	61413
1827	13733	61394
1828	13738	61378
1829	13745	61367
1830	13759	61387
1831	13763	61363
1832	13772	61364
1833	13779	61353
1834	13788	61354
1835	13790	61319
1836	13796	61306
1837	13806	61308
1838	13809	61283
1839	13821	61296
1840	13828	61284
1841	13838	61287
1842	13844	61275
1843	13856	61287
1844	13868	61299
1845	13872	61275
1846	13878	61263
1847	13885	61253
1848	13889	61229
1849	13895	61216
1850	13916	61266
1851	13923	61259
1852	13927	61235
1853	13940	61252
1854	13944	61228
1855	13962	61266
1856	13990	61348
1857	14007	61381
1858	14018	61391
1859	14024	61377
1860	14038	61398
1861	14049	61402
1862	14058	61401
1863	14064	61387
1864	14071	61376
1865	14078	61368
1866	14085	61357
1867	14091	61346
1868	14099	61337
1869	14108	61336
1870	14113	61318
1871	14122	61318
1872	14130	61310
1873	14136	61298
1874	14140	61275
1875	14147	61265
1876	14154	61254
1877	14161	61245
1878	14167	61233
1879	14168	61197
1880	14172	61173
1881	14182	61177
1882	14189	61165
1883	14194	61145
1884	14201	61137
1885	14212	61145
1886	14219	61135
1887	14230	61142
1888	14239	61141
1889	14247	61136
1890	14251	61113
1891	14258	61101
1892	14265	61095
1893	14272	61082
1894	14279	61075
1895	14289	61078
1896	14299	61079
1897	14306	61071
1898	14313	61059
1899	14319	61048
1900	14324	61028
1901	14331	61016
1902	14334	60992
1903	14339	60972
1904	14346	60961
1905	14352	60949
1906	14360	60942
1907	14369	60941
1908	14376	60934
1909	14386	60936
1910	14397	60942
1911	14407	60944
1912	14411	60921
1913	14421	60924
1914	14427	60913
1915	14434	60901
1916	14442	60895
1917	14451	60895
1918	14459	60888
1919	14463	60865
1920	14466	60841
1921	14471	60821
1922	14475	60799
1923	14484	60798
1924	14491	60788
1925	14496	60770
1926	14507	60777
1927	14514	60769
1928	14530	60795
1929	14541	60802
1930	14549	60798
1931	14558	60795
1932	14565	60785
1933	14577	60798
1934	14586	60794
1935	14596	60798
1936	14603	60789
1937	14607	60766
1938	14616	60763
1939	14623	60753
1940	14630	60743
1941	14641	60751
1942	14645	60731
1943	14653	60726
1944	14660	60715
1945	14670	60719
1946	14680	60720
1947	14688	60714
1948	14698	60716
1949	14706	60709
1950	14716	60712
1951	14720	60691
1952	14727	60680
1953	14734	60671
1954	14741	60661
1955	14745	60639
1956	14746	60605
1957	14750	60585
1958	14760	60587
1959	14770	60588
1960	14780	60590
1961	14788	60585
1962	14789	60551
1963	14796	60541
1964	14803	60533
1965	14807	60511
1966	14817	60511
1967	14821	60489
1968	14831	60493
1969	14835	60472
1970	14839	60449
1971	14846	60438
1972	14853	60429
1973	14862	60430
1974	14869	60420
1975	14876	60410
1976	14880	60388
1977	14885	60369
1978	14891	60355
1979	14901	60357
1980	14910	60358
1981	14915	60338
1982	14925	60341
1983	14932	60333
1984	14942	60333
1985	14948	60322
1986	14955	60309
1987	14961	60297
1988	14970	60294
1989	14973	60271
1990	14980	60260
1991	15003	60313
1992	15010	60304
1993	15014	60282
1994	15023	60282
1995	15030	60272
1996	15039	60272
1997	15046	60260
1998	15052	60248
1999	15061	60247
2000	15065	60224
2001	15075	60228
2002	15086	60233
2003	15097	60239
2004	15106	60237
2005	15116	60241
2006	15126	60240
2007	15135	60240
2008	15142	60229
2009	15151	60228
2010	15155	60205
2011	15165	60208
2012	15173	60203
2013	15182	60204
2014	15192	60205
2015	15205	60217
2016	15214	60216
2017	15222	60212
2018	15234	60221
2019	15242	60214
2020	15249	60206
2021	15250	60172
2022	15261	60178
2023	15273	60187
2024	15284	60192
2025	15291	60183
2026	15301	60185
2027	15305	60164
2028	15314	60164
2029	15323	60163
2030	15335	60170
2031	15344	60170
2032	15348	60147
2033	15356	60141
2034	15367	60147
2035	15378	60155
2036	15389	60160
2037	15396	60148
2038	15402	60136
2039	15409	60125
2040	15418	60123
2041	15427	60122
2042	15428	60089
2043	15432	60067
2044	15438	60055
2045	15447	60053
2046	15456	60051
2047	15463	60042
2048	15470	60032
2049	15474	60011
2050	15478	59990
2051	15487	59988
2052	15496	59986
2053	15503	59974
2054	15509	59962
2055	15513	59939
2056	15521	59937
2057	15530	59935
2058	15534	59912
2059	15538	59890
2060	15547	59888
2061	15557	59891
2062	15566	59889
2063	15576	59892
2064	15583	59883
2065	15590	59872
2066	15597	59861
2067	15603	59850
2068	15610	59839
2069	15617	59828
2070	15618	59796
2071	15627	59796
2072	15638	59799
2073	15643	59781
2074	15654	59786
2075	15664	59790
2076	15671	59780
2077	15680	59778
2078	15689	59778
2079	15696	59767
2080	15702	59755
2081	15711	59753
2082	15718	59740
2083	15727	59738
2084	15736	59736
2085	15742	59724
2086	15748	59712
2087	15752	59689
2088	15758	59677
2089	15762	59654
2090	15771	59653
2091	15780	59651
2092	15786	59639
2093	15795	59637
2094	15802	59625
2095	15808	59613
2096	15814	59601
2097	15821	59589
2098	15830	59587
2099	15839	59585
2100	15845	59573
2101	15849	59551
2102	15856	59541
2103	15865	59539
2104	15872	59531
2105	15879	59520
2106	15889	59523
2107	15895	59511
2108	15902	59500
2109	15910	59493
2110	15917	59485
2111	15918	59453
2112	15927	59452
2113	15934	59442
2114	15938	59422
2115	15943	59404
2116	15953	59407
2117	15960	59395
2118	15972	59403
2119	15982	59405
2120	15989	59395
2121	16001	59405
2122	16008	59396
2123	16018	59399
2124	16028	59400
2125	16036	59392
2126	16042	59380
2127	16046	59360
2128	16055	59359
2129	16059	59338
2130	16063	59316
2131	16067	59295
2132	16073	59284
2133	16083	59282
2134	16092	59281
2135	16098	59270
2136	16102	59248
2137	16111	59247
2138	16118	59236
2139	16124	59223
2140	16130	59212
2141	16139	59209
2142	16143	59186
2143	16149	59175
2144	16156	59163
2145	16162	59153
2146	16171	59151
2147	16178	59141
2148	16187	59139
2149	16191	59117
2150	16200	59115
2151	16207	59104
2152	16213	59093
2153	16219	59081
2154	16224	59061
2155	16231	59053
2156	16240	59053
2157	16246	59039
2158	16255	59037
2159	16264	59033
2160	16271	59024
2161	16278	59016
