iter	Passed	Remaining
834	5878	64525
835	5887	64540
836	5898	64577
837	5905	64562
838	5910	64535
839	5916	64522
840	5924	64518
841	5934	64541
842	5941	64540
843	5948	64527
844	5954	64512
845	5962	64515
846	5966	64471
847	5973	64469
848	5980	64459
849	5990	64486
850	5994	64447
851	6001	64434
852	6005	64398
853	6015	64420
854	6019	64381
855	6027	64390
856	6034	64378
857	6042	64382
858	6051	64400
859	6056	64370
860	6066	64387
861	6074	64390
862	6081	64385
863	6089	64393
864	6096	64384
865	6107	64415
866	6116	64433
867	6131	64513
868	6140	64518
869	6144	64478
870	6148	64438
871	6152	64405
872	6160	64411
873	6167	64403
874	6175	64406
875	6186	64433
876	6193	64423
877	6199	64412
878	6210	64445
879	6215	64414
880	6227	64463
881	6236	64473
882	6246	64493
883	6253	64484
884	6264	64518
885	6271	64510
886	6277	64498
887	6287	64520
888	6297	64536
889	6298	64467
890	6304	64457
891	6312	64452
892	6316	64420
893	6320	64381
894	6324	64340
895	6335	64368
896	6346	64405
897	6363	64504
898	6376	64553
899	6389	64603
900	6398	64617
901	6409	64651
902	6418	64660
903	6425	64656
904	6429	64618
905	6438	64628
906	6442	64592
907	6453	64616
908	6460	64613
909	6473	64668
910	6488	64732
911	6492	64696
912	6500	64695
913	6504	64656
914	6513	64674
915	6520	64668
916	6528	64663
917	6535	64653
918	6542	64645
919	6555	64697
920	6562	64687
921	6570	64691
922	6577	64680
923	6589	64727
924	6599	64749
925	6607	64743
926	6616	64754
927	6623	64754
928	6633	64769
929	6634	64703
930	6641	64695
931	6650	64710
932	6659	64722
933	6672	64765
934	6681	64775
935	6688	64766
936	6699	64798
937	6705	64786
938	6709	64745
939	6718	64753
940	6729	64781
941	6738	64800
942	6750	64835
943	6754	64796
944	6762	64802
945	6771	64812
946	6775	64774
947	6787	64813
948	6796	64822
949	6807	64853
950	6815	64849
951	6822	64841
952	6836	64900
953	6851	64969
954	6856	64935
955	6868	64976
956	6879	65008
957	6887	65010
958	6901	65067
959	6911	65080
960	6917	65062
961	6930	65114
962	6937	65107
963	6952	65164
964	6955	65126
965	6966	65153
966	6968	65090
967	6977	65106
968	6985	65106
969	6989	65070
970	7004	65131
971	7014	65152
972	7022	65150
973	7025	65102
974	7034	65115
975	7044	65137
976	7049	65102
977	7062	65152
978	7077	65219
979	7082	65186
980	7091	65196
981	7096	65170
982	7104	65164
983	7114	65189
984	7123	65194
985	7135	65229
986	7142	65227
987	7150	65220
988	7151	65157
989	7162	65182
990	7175	65232
991	7182	65226
992	7196	65276
993	7221	65429
994	7233	65467
995	7241	65461
996	7245	65429
997	7259	65478
998	7266	65471
999	7279	65519
1000	7290	65537
1001	7294	65506
1002	7298	65469
1003	7311	65514
1004	7325	65566
1005	7330	65533
1006	7339	65548
1007	7341	65486
1008	7348	65477
1009	7358	65495
1010	7364	65483
1011	7377	65523
1012	7385	65517
1013	7391	65498
1014	7401	65520
1015	7411	65532
1016	7424	65575
1017	7428	65540
1018	7431	65501
1019	7442	65521
1020	7448	65507
1021	7458	65523
1022	7462	65485
1023	7467	65459
1024	7479	65488
1025	7492	65536
1026	7502	65550
1027	7504	65495
1028	7514	65510
1029	7523	65523
1030	7530	65514
1031	7540	65526
1032	7541	65466
1033	7542	65404
1034	7556	65455
1035	7565	65459
1036	7577	65492
1037	7585	65493
1038	7589	65459
1039	7606	65534
1040	7613	65520
1041	7624	65550
1042	7631	65535
1043	7635	65502
1044	7651	65567
1045	7659	65566
1046	7671	65600
1047	7676	65568
1048	7681	65542
1049	7695	65593
1050	7703	65595
1051	7715	65627
1052	7723	65620
1053	7732	65628
1054	7736	65598
1055	7748	65625
1056	7761	65672
1057	7769	65666
1058	7773	65631
1059	7784	65657
1060	7798	65704
1061	7813	65762
1062	7822	65764
1063	7837	65823
1064	7848	65849
1065	7862	65892
1066	7872	65907
1067	7883	65936
1068	7890	65922
1069	7897	65907
1070	7906	65916
1071	7910	65882
1072	7917	65870
1073	7926	65880
1074	7930	65842
1075	7937	65827
1076	7945	65826
1077	7951	65809
1078	7959	65810
1079	7963	65774
1080	7974	65794
1081	7983	65804
1082	7991	65798
1083	7998	65786
1084	8008	65800
1085	8017	65812
1086	8028	65826
1087	8034	65811
1088	8044	65828
1089	8051	65814
1090	8055	65783
1091	8066	65799
1092	8074	65799
1093	8082	65793
1094	8090	65797
1095	8097	65788
1096	8107	65796
1097	8117	65811
1098	8123	65795
1099	8131	65793
1100	8142	65811
1101	8147	65783
1102	8162	65839
1103	8170	65840
1104	8183	65874
1105	8199	65938
1106	8205	65916
1107	8211	65899
1108	8226	65949
1109	8231	65922
1110	8242	65944
1111	8249	65938
1112	8258	65942
1113	8266	65937
1114	8280	65983
1115	8286	65967
1116	8292	65946
1117	8300	65947
1118	8308	65944
1119	8316	65935
1120	8326	65949
1121	8327	65891
1122	8332	65865
1123	8342	65880
1124	8352	65888
1125	8357	65865
1126	8365	65864
1127	8373	65855
1128	8380	65846
1129	8390	65859
1130	8394	65828
1131	8407	65865
1132	8416	65872
1133	8429	65903
1134	8439	65919
1135	8447	65915
1136	8460	65947
1137	8472	65979
1138	8479	65967
1139	8490	65991
1140	8502	66015
1141	8509	66000
1142	8513	65966
1143	8520	65958
1144	8530	65970
1145	8534	65938
1146	8541	65926
1147	8551	65937
1148	8558	65924
1149	8567	65935
1150	8576	65938
1151	8588	65962
1152	8597	65967
1153	8604	65960
1154	8613	65964
1155	8617	65932
1156	8622	65901
1157	8628	65880
1158	8636	65878
1159	8649	65912
1160	8661	65942
1161	8672	65963
1162	8676	65931
1163	8686	65936
1164	8697	65960
1165	8708	65981
1166	8718	65993
1167	8732	66031
1168	8743	66048
1169	8753	66061
1170	8766	66099
1171	8780	66137
1172	8788	66135
1173	8798	66147
1174	8810	66172
1175	8815	66147
1176	8823	66143
1177	8830	66133
1178	8835	66102
1179	8848	66139
1180	8853	66111
1181	8863	66120
1182	8870	66110
1183	8878	66110
1184	8894	66161
1185	8903	66168
1186	8913	66182
1187	8921	66174
1188	8927	66159
1189	8935	66154
1190	8945	66162
1191	8946	66109
1192	8958	66130
1193	8964	66114
1194	8968	66083
1195	8981	66115
1196	8985	66082
1197	8994	66082
1198	8998	66051
1199	9007	66056
1200	9017	66067
1201	9028	66081
1202	9039	66099
1203	9043	66066
1204	9049	66053
1205	9060	66065
1206	9068	66066
1207	9080	66087
1208	9089	66090
1209	9097	66086
1210	9102	66060
1211	9113	66083
1212	9122	66086
1213	9130	66082
1214	9134	66048
1215	9140	66028
1216	9141	65975
1217	9151	65986
1218	9161	65992
1219	9170	65997
1220	9176	65978
1221	9189	66011
1222	9202	66043
1223	9211	66042
1224	9219	66040
1225	9229	66051
1226	9235	66031
1227	9244	66036
1228	9249	66012
1229	9255	65992
1230	9265	66001
1231	9281	66053
1232	9294	66083
1233	9306	66108
1234	9316	66119
1235	9327	66138
1236	9336	66141
1237	9340	66106
1238	9346	66090
1239	9356	66095
1240	9364	66092
1241	9369	66066
1242	9379	66080
1243	9383	66048
1244	9393	66057
1245	9397	66024
1246	9401	65992
1247	9405	65962
1248	9412	65949
1249	9413	65897
1250	9418	65866
1251	9422	65837
1252	9427	65813
1253	9435	65810
1254	9443	65804
1255	9454	65822
1256	9463	65821
1257	9471	65820
1258	9484	65848
1259	9489	65822
1260	9493	65792
1261	9497	65762
1262	9499	65713
1263	9509	65721
1264	9515	65707
1265	9525	65712
1266	9531	65698
1267	9535	65666
1268	9539	65632
1269	9546	65619
1270	9553	65608
1271	9562	65611
1272	9570	65610
1273	9580	65618
1274	9588	65618
1275	9598	65621
1276	9605	65612
1277	9614	65616
1278	9623	65616
1279	9632	65623
1280	9640	65618
1281	9650	65625
1282	9657	65618
1283	9676	65682
1284	9684	65683
1285	9689	65658
1286	9698	65661
1287	9706	65655
1288	9715	65659
1289	9728	65684
1290	9736	65684
1291	9749	65710
1292	9754	65684
1293	9760	65670
1294	9770	65678
1295	9779	65681
1296	9783	65648
1297	9790	65634
1298	9793	65601
1299	9800	65587
1300	9809	65589
1301	9816	65576
1302	9819	65541
1303	9820	65489
1304	9826	65474
1305	9833	65458
1306	9836	65426
1307	9843	65410
1308	9849	65394
1309	9855	65378
1310	9864	65380
1311	9870	65364
1312	9877	65349
1313	9883	65334
1314	9887	65304
1315	9892	65276
1316	9893	65226
1317	9902	65229
1318	9908	65213
1319	9909	65162
1320	9913	65130
1321	9916	65097
1322	9926	65102
1323	9935	65104
1324	9941	65091
1325	9945	65058
1326	9951	65044
1327	9961	65046
1328	9971	65057
1329	9977	65042
1330	9981	65011
1331	9993	65030
1332	10006	65061
1333	10019	65090
1334	10033	65123
1335	10043	65129
1336	10051	65124
1337	10059	65126
1338	10075	65170
1339	10088	65196
1340	10090	65155
1341	10100	65166
1342	10110	65173
1343	10123	65199
1344	10139	65247
1345	10150	65263
1346	10158	65258
1347	10175	65307
1348	10181	65292
1349	10191	65301
1350	10202	65315
1351	10214	65333
1352	10219	65310
1353	10231	65335
1354	10244	65360
1355	10256	65380
1356	10267	65394
1357	10279	65418
1358	10293	65450
1359	10304	65462
1360	10317	65493
1361	10327	65498
1362	10338	65511
1363	10343	65487
1364	10354	65499
1365	10364	65513
1366	10374	65519
1367	10383	65521
1368	10392	65519
1369	10399	65507
1370	10412	65535
1371	10416	65505
1372	10425	65506
1373	10436	65519
1374	10448	65538
1375	10457	65540
1376	10465	65535
1377	10474	65535
1378	10481	65527
1379	10487	65505
1380	10495	65505
1381	10504	65502
1382	10512	65498
1383	10524	65518
1384	10531	65507
1385	10536	65486
1386	10544	65482
1387	10556	65501
1388	10558	65455
1389	10566	65451
1390	10574	65445
1391	10581	65432
1392	10589	65430
1393	10596	65416
1394	10605	65417
1395	10612	65408
1396	10617	65385
1397	10625	65381
1398	10629	65351
1399	10635	65329
1400	10642	65323
1401	10654	65339
1402	10661	65328
1403	10673	65349
1404	10684	65364
1405	10692	65359
1406	10701	65355
1407	10711	65365
1408	10717	65345
1409	10725	65338
1410	10726	65291
1411	10737	65307
1412	10748	65321
1413	10756	65316
1414	10764	65309
1415	10774	65318
1416	10782	65310
1417	10786	65279
1418	10792	65266
1419	10796	65237
1420	10805	65238
1421	10809	65208
1422	10813	65179
1423	10822	65180
1424	10829	65169
1425	10835	65147
1426	10842	65141
1427	10851	65139
1428	10858	65125
1429	10868	65136
1430	10875	65122
1431	10882	65115
1432	10890	65110
1433	10896	65089
1434	10906	65099
1435	10911	65076
1436	10923	65094
1437	10936	65118
1438	10949	65140
1439	10950	65097
1440	10955	65069
1441	10956	65023
1442	10964	65019
1443	10972	65011
1444	10977	64988
1445	10988	65004
1446	10997	65002
1447	11006	65003
1448	11014	65002
1449	11026	65015
1450	11031	64993
1451	11041	65003
1452	11050	65000
1453	11056	64988
1454	11069	65009
1455	11073	64982
1456	11082	64982
1457	11094	64997
1458	11102	64996
1459	11112	64997
1460	11120	64993
1461	11128	64988
1462	11132	64958
1463	11139	64947
1464	11143	64918
1465	11149	64906
1466	11153	64877
1467	11160	64865
1468	11169	64867
1469	11179	64870
1470	11185	64857
1471	11192	64846
1472	11199	64833
1473	11206	64822
1474	11216	64825
1475	11227	64836
1476	11228	64791
1477	11237	64793
1478	11245	64789
1479	11249	64759
1480	11257	64755
1481	11261	64727
1482	11271	64733
1483	11278	64722
1484	11282	64693
1485	11286	64665
1486	11291	64640
1487	11295	64613
1488	11301	64601
1489	11303	64556
1490	11313	64564
1491	11320	64554
1492	11327	64543
1493	11334	64531
1494	11344	64539
1495	11351	64526
1496	11362	64541
1497	11364	64498
1498	11371	64490
1499	11376	64466
1500	11383	64454
1501	11391	64449
1502	11398	64437
1503	11402	64413
1504	11409	64401
1505	11413	64373
1506	11420	64365
1507	11427	64352
1508	11437	64359
1509	11444	64346
1510	11454	64350
1511	11455	64306
1512	11464	64307
1513	11471	64298
1514	11478	64285
1515	11485	64276
1516	11492	64266
1517	11496	64240
1518	11506	64246
1519	11513	64234
1520	11520	64223
1521	11527	64211
1522	11534	64200
1523	11538	64171
1524	11547	64173
1525	11551	64145
1526	11555	64116
1527	11561	64103
1528	11565	64074
1529	11574	64074
1530	11583	64075
1531	11587	64046
1532	11590	64018
1533	11600	64021
1534	11606	64007
1535	11616	64011
1536	11626	64015
1537	11636	64022
1538	11645	64023
1539	11652	64014
1540	11659	64001
1541	11666	63992
1542	11673	63982
1543	11680	63972
1544	11685	63946
1545	11691	63933
1546	11701	63940
1547	11705	63912
1548	11716	63920
1549	11720	63893
1550	11730	63901
1551	11735	63877
1552	11741	63863
1553	11749	63858
1554	11758	63861
1555	11766	63854
1556	11770	63826
1557	11774	63798
1558	11781	63789
1559	11788	63777
1560	11795	63765
1561	11799	63740
1562	11806	63728
1563	11813	63719
1564	11819	63706
1565	11826	63692
1566	11830	63667
1567	11839	63669
1568	11850	63676
1569	11859	63677
1570	11869	63683
1571	11875	63670
1572	11882	63660
1573	11892	63664
1574	11899	63655
1575	11906	63641
1576	11917	63652
1577	11918	63609
1578	11927	63612
1579	11934	63599
1580	11943	63600
1581	11952	63602
1582	11962	63606
1583	11968	63592
1584	11975	63577
1585	11984	63581
1586	11988	63553
1587	11994	63539
1588	12004	63540
1589	12012	63539
1590	12019	63525
1591	12025	63512
1592	12034	63512
1593	12043	63511
1594	12049	63497
1595	12053	63469
1596	12059	63454
1597	12068	63456
1598	12075	63443
1599	12084	63442
1600	12085	63400
1601	12094	63400
1602	12100	63386
1603	12109	63385
1604	12112	63356
1605	12121	63355
1606	12127	63340
1607	12134	63326
1608	12142	63326
1609	12151	63325
1610	12157	63310
1611	12164	63295
1612	12167	63267
1613	12176	63265
1614	12180	63238
1615	12186	63225
1616	12192	63211
1617	12201	63211
1618	12210	63209
1619	12216	63196
1620	12223	63183
1621	12232	63182
1622	12241	63181
1623	12244	63154
1624	12245	63112
1625	12251	63098
1626	12258	63085
1627	12262	63057
1628	12268	63042
1629	12277	63042
1630	12284	63032
1631	12291	63021
1632	12292	62980
1633	12298	62966
1634	12305	62955
1635	12314	62955
1636	12323	62956
1637	12327	62930
1638	12333	62917
1639	12338	62893
1640	12344	62880
1641	12353	62880
1642	12359	62866
1643	12365	62852
1644	12374	62849
1645	12381	62840
1646	12394	62862
1647	12403	62859
1648	12409	62846
1649	12415	62832
1650	12422	62819
1651	12435	62840
1652	12445	62842
1653	12452	62834
1654	12457	62812
1655	12465	62807
1656	12472	62797
1657	12479	62786
1658	12489	62792
1659	12496	62784
1660	12506	62790
1661	12516	62791
1662	12520	62770
1663	12525	62749
1664	12533	62742
1665	12543	62745
1666	12546	62719
1667	12556	62720
1668	12565	62721
1669	12573	62715
1670	12584	62727
1671	12595	62737
1672	12602	62727
1673	12610	62722
1674	12617	62711
1675	12628	62718
1676	12635	62710
1677	12647	62722
