iter	RMSE
412	72.06444251
413	72.05859021
414	72.05665565
415	72.05161011
416	72.04627493
417	72.0331394
418	72.0320867
419	72.02745405
420	72.02054919
421	72.01622206
422	72.01509624
423	72.01256912
424	72.01053319
425	71.99855903
426	71.9922047
427	71.99065264
428	71.98928456
429	71.984187
430	71.97707057
431	71.97177398
432	71.97052933
433	71.97015651
434	71.96402742
435	71.95723186
436	71.94300264
437	71.94246258
438	71.93442958
439	71.92302615
440	71.92161091
441	71.91181804
442	71.90864959
443	71.90659659
444	71.90582717
445	71.90312174
446	71.89135961
447	71.88908333
448	71.88762326
449	71.88668847
450	71.87645528
451	71.87317375
452	71.86998432
453	71.86760837
454	71.86672934
455	71.85618311
456	71.85161113
457	71.84924874
458	71.84885368
459	71.84286862
460	71.8320417
461	71.82968983
462	71.8214916
463	71.81923702
464	71.80626919
465	71.80593322
466	71.8030988
467	71.80179293
468	71.79573762
469	71.79370702
470	71.78104973
471	71.77024977
472	71.76228487
473	71.7557572
474	71.7546325
475	71.74330172
476	71.74229194
477	71.74113746
478	71.73562583
479	71.72906323
480	71.72670522
481	71.72520991
482	71.72416318
483	71.71923793
484	71.71741291
485	71.71592084
486	71.7128225
487	71.7101674
488	71.7032917
489	71.70182233
490	71.69546691
491	71.68108851
492	71.6780264
493	71.67378828
494	71.67288878
495	71.67237843
496	71.67065439
497	71.67027137
498	71.6698794
499	71.66445766
500	71.66258378
501	71.64830818
502	71.64227572
503	71.64011752
504	71.63881143
505	71.63395627
506	71.62840242
507	71.61478553
508	71.61381708
509	71.61293728
510	71.6107577
511	71.60583563
512	71.60545224
513	71.60033085
514	71.59471299
515	71.58448656
516	71.58346981
517	71.57704043
518	71.57401698
519	71.56775223
520	71.56446505
521	71.56309717
522	71.55550604
523	71.54560042
524	71.53902164
525	71.53787524
526	71.53651747
527	71.53543122
528	71.52242259
529	71.52160934
530	71.52020844
531	71.51940575
532	71.5153658
533	71.50683316
534	71.50215161
535	71.49822822
536	71.49606697
537	71.49500705
538	71.49285152
539	71.48599924
540	71.48361099
541	71.48182257
542	71.48148648
543	71.47143929
544	71.46701741
545	71.46594101
546	71.45393525
547	71.45256243
548	71.4508868
549	71.44997527
550	71.44838463
551	71.43570635
552	71.42928508
553	71.42843271
554	71.42551387
555	71.42344278
556	71.42244619
557	71.42085805
558	71.41678131
559	71.41051827
560	71.409517
561	71.40834856
562	71.40292089
563	71.40174569
564	71.40142058
565	71.40050185
566	71.3976262
567	71.39198823
568	71.38080524
569	71.37985545
570	71.37948135
571	71.37700402
572	71.37364588
573	71.35924032
574	71.35847659
575	71.35811356
576	71.35650225
577	71.35551266
578	71.34445639
579	71.32247832
580	71.31622833
581	71.30532704
582	71.3032687
583	71.30094066
584	71.29960753
585	71.29866283
586	71.29659648
587	71.29377065
588	71.28220094
589	71.28191505
590	71.28032985
591	71.27843481
592	71.27539205
593	71.27342666
594	71.27257439
595	71.27114406
596	71.26382225
597	71.26343276
598	71.26212901
599	71.26134995
600	71.2598198
601	71.25939657
602	71.25865481
603	71.25462914
604	71.2538147
605	71.25235783
606	71.2518929
607	71.24350271
608	71.23727597
609	71.23470657
610	71.23362105
611	71.23169493
612	71.23074064
613	71.22797636
614	71.22772244
615	71.22729765
616	71.21605492
617	71.20877621
618	71.20717294
619	71.20586578
620	71.20124238
621	71.19245536
622	71.18253488
623	71.1790474
624	71.1707416
625	71.1656566
626	71.16402758
627	71.15461878
628	71.15257943
629	71.14878823
630	71.14557764
631	71.1451485
632	71.14138994
633	71.13762788
634	71.12532342
635	71.12446721
636	71.12048698
637	71.1202239
638	71.11752438
639	71.1156702
640	71.10250356
641	71.09233483
642	71.09178254
643	71.09050748
644	71.08842965
645	71.08729596
646	71.08684475
647	71.08265348
648	71.08208489
649	71.0811777
650	71.07503185
651	71.0675366
652	71.06730821
653	71.06630176
654	71.06500442
655	71.06264727
656	71.06194035
657	71.0597876
658	71.05271596
659	71.05188206
660	71.05096985
661	71.04727609
662	71.04460878
663	71.0436991
664	71.04105055
665	71.03888873
666	71.02694317
667	71.02431714
668	71.02372708
669	71.02156211
670	71.01432352
671	71.01023135
672	70.99900733
673	70.99724911
674	70.99498271
675	70.98408366
676	70.98197377
677	70.9760924
678	70.97560988
679	70.97523716
680	70.96907294
681	70.96757094
682	70.96666594
683	70.95948671
684	70.95765293
685	70.9569755
686	70.95439421
687	70.95263341
688	70.95146517
689	70.94452841
690	70.94196722
691	70.93649044
692	70.93583299
693	70.93143617
694	70.93043276
695	70.92930715
696	70.92251946
697	70.92128566
698	70.91384965
699	70.91369619
700	70.9129179
701	70.91144032
702	70.91116131
703	70.90196676
704	70.89709886
705	70.89633901
706	70.89624357
707	70.89529396
708	70.89371065
709	70.88952109
710	70.8885074
711	70.88245008
712	70.88169185
713	70.88125283
714	70.88054567
715	70.88019579
716	70.87983703
717	70.87528614
718	70.864573
719	70.86263577
720	70.85950319
721	70.85903399
722	70.85463037
723	70.84971897
724	70.84932298
725	70.8423389
726	70.84042481
727	70.82532589
728	70.81628306
729	70.8076195
730	70.80077168
731	70.79800297
732	70.7971218
733	70.79560919
734	70.7891249
735	70.78824899
736	70.78483003
737	70.78337127
738	70.78266584
739	70.78194957
740	70.78048443
741	70.77954379
742	70.77755842
743	70.77432209
744	70.75839796
745	70.75552669
746	70.75473733
747	70.75318032
748	70.75255486
749	70.7500232
750	70.74535102
751	70.73309739
752	70.73215318
753	70.73144809
754	70.72697371
755	70.72577737
756	70.71408705
757	70.71084025
758	70.70043173
759	70.69345811
760	70.69259317
761	70.69212999
762	70.68198427
763	70.68124087
764	70.68028779
765	70.67976207
766	70.67576005
767	70.66961559
768	70.6679302
769	70.66418919
770	70.66328382
771	70.65696676
772	70.64643332
773	70.64613928
774	70.64578216
775	70.64526881
776	70.63582338
777	70.62786381
778	70.62713213
779	70.62627681
780	70.62532481
781	70.62289878
782	70.61149885
783	70.61111823
784	70.6107376
785	70.61035366
786	70.60315279
787	70.59074737
788	70.59031887
789	70.58438697
790	70.58383839
791	70.58215446
792	70.58146858
793	70.57155864
794	70.57075746
795	70.55921123
796	70.5587697
797	70.5442342
798	70.54388085
799	70.53777979
800	70.53683639
801	70.52476074
802	70.52432552
803	70.523849
804	70.51982175
805	70.51304536
806	70.50344233
807	70.50268
808	70.501832
809	70.49636868
810	70.48922755
811	70.48856027
812	70.48390035
813	70.48353127
814	70.48236019
815	70.48148383
816	70.48067861
817	70.47912945
818	70.47732943
819	70.47654318
820	70.46176987
821	70.46095739
822	70.45640424
823	70.45604151
824	70.44910828
825	70.44698354
826	70.44490312
827	70.44435107
828	70.44254968
829	70.44221649
830	70.43638078
831	70.4305475
832	70.41971725
833	70.4181545
834	70.4149527
835	70.41402695
836	70.40599568
837	70.40445835
838	70.40231362
839	70.39052632
840	70.38937208
841	70.38693988
842	70.38221337
843	70.38130418
844	70.37852348
845	70.37821912
846	70.37736476
847	70.37634885
848	70.37425718
849	70.3738082
850	70.36699105
851	70.36667188
852	70.3659213
853	70.36405188
854	70.36348212
855	70.36285002
856	70.36198034
857	70.3608084
858	70.35924078
859	70.3490415
860	70.34766942
861	70.34727036
862	70.34706726
863	70.34385994
864	70.34350198
865	70.34315467
866	70.33671184
867	70.32812097
868	70.32606841
869	70.31010214
870	70.30705078
871	70.29710968
872	70.29516861
873	70.29436755
874	70.29396387
875	70.28141988
876	70.28114951
877	70.279746
878	70.27726594
879	70.27450834
880	70.27273047
881	70.27190437
882	70.26837314
883	70.2605026
884	70.25996156
885	70.2574925
886	70.25715836
887	70.25649362
888	70.25588203
889	70.25528713
890	70.25502009
891	70.25350666
892	70.25294306
893	70.24791505
894	70.24663432
895	70.24200653
896	70.23919971
897	70.23820044
898	70.23739608
899	70.23355302
900	70.23279373
901	70.23223898
902	70.23133104
903	70.22967555
904	70.2293282
905	70.21775659
906	70.21724414
907	70.19581304
908	70.18752085
909	70.18717398
910	70.18376227
911	70.16838709
912	70.16593946
913	70.15103561
914	70.1393545
915	70.13799694
916	70.13720095
917	70.13640836
918	70.13618743
919	70.1347003
920	70.13131354
921	70.12856427
922	70.12777439
923	70.12737328
924	70.12689826
925	70.12566023
926	70.12482246
927	70.12087425
928	70.11997741
929	70.11851911
930	70.11660652
931	70.11524933
932	70.11310967
933	70.11203584
934	70.11169758
935	70.1012147
936	70.09902639
937	70.09626893
938	70.09482779
939	70.09420623
940	70.09079944
941	70.08861889
942	70.0861792
943	70.08545152
944	70.08250292
945	70.0788745
946	70.07645336
947	70.07201175
948	70.0701204
949	70.06915781
950	70.05998007
951	70.05963809
952	70.05880213
953	70.05763044
954	70.05322071
955	70.05278697
956	70.05134537
957	70.05049488
958	70.04965507
959	70.04058345
960	70.04034814
961	70.03672716
962	70.03641157
963	70.03554029
964	70.03096856
965	70.03001221
966	70.02867791
967	70.02783177
968	70.02715164
969	70.01547095
970	70.01503947
971	70.0001983
972	69.99758099
973	69.99637984
974	69.99273427
975	69.98871249
976	69.98443315
977	69.98403144
978	69.98348915
979	69.98323524
980	69.98290834
981	69.98205006
982	69.98176477
983	69.98099431
984	69.97952169
985	69.97576785
986	69.97451509
987	69.97423744
988	69.97360098
989	69.96708388
990	69.96679686
991	69.96582719
992	69.96320338
993	69.96274288
994	69.96254784
995	69.9622316
996	69.96186555
997	69.9598694
998	69.94935976
999	69.94926035
1000	69.94878896
1001	69.94830737
1002	69.94094379
1003	69.93018547
1004	69.92956865
1005	69.92920986
1006	69.92351089
1007	69.92316296
1008	69.92210269
1009	69.92085907
1010	69.91075901
1011	69.90994027
1012	69.90451256
1013	69.90358823
1014	69.90311138
1015	69.89007408
1016	69.88963553
1017	69.88942293
1018	69.88626072
1019	69.88493953
1020	69.87919216
1021	69.87840928
1022	69.87804886
1023	69.87661594
1024	69.87583695
1025	69.87442322
1026	69.87362804
1027	69.86408779
1028	69.8637877
1029	69.86239862
1030	69.84785815
1031	69.84748878
1032	69.84605998
1033	69.84582002
1034	69.84331276
1035	69.84269301
1036	69.84143101
1037	69.84070618
1038	69.83761987
1039	69.8292634
1040	69.82170929
1041	69.82071854
1042	69.82035244
1043	69.81359407
1044	69.81211984
1045	69.80880039
1046	69.8027164
1047	69.79522311
1048	69.79492408
1049	69.79413247
1050	69.78906493
1051	69.78877617
1052	69.78840898
1053	69.78797501
1054	69.7872249
1055	69.7865194
1056	69.78511231
1057	69.77178365
1058	69.77080463
1059	69.7700529
1060	69.76974023
1061	69.7640167
1062	69.76219612
1063	69.76186837
1064	69.75184436
1065	69.75146596
1066	69.74303733
1067	69.74281368
1068	69.7423335
1069	69.7338088
1070	69.73272539
1071	69.72849109
1072	69.7277709
1073	69.72769013
1074	69.72700806
1075	69.72173544
1076	69.71610841
1077	69.71572379
1078	69.71226959
1079	69.71014379
1080	69.7097843
1081	69.7095608
1082	69.70898212
1083	69.70263283
1084	69.70230317
1085	69.70120604
1086	69.69623929
1087	69.69440922
1088	69.68941963
1089	69.68861211
1090	69.68549982
1091	69.68525777
1092	69.68445297
1093	69.68365378
1094	69.68130561
1095	69.68093988
1096	69.68019641
1097	69.67964377
1098	69.67443304
1099	69.67099381
1100	69.67069925
1101	69.66972114
1102	69.66596703
1103	69.66428291
1104	69.66242858
1105	69.65665151
1106	69.65548359
1107	69.654846
1108	69.65377753
1109	69.6522368
1110	69.64938831
1111	69.64905286
1112	69.64890987
1113	69.64704313
1114	69.64233251
1115	69.64066062
1116	69.63421248
1117	69.63373701
1118	69.61401234
1119	69.61176665
1120	69.61124187
1121	69.60750063
1122	69.60339193
1123	69.59642424
1124	69.59610153
1125	69.59519183
1126	69.59445278
1127	69.59343864
1128	69.59285684
1129	69.58854225
1130	69.58829397
1131	69.57849249
1132	69.57766557
1133	69.57626046
1134	69.57287497
1135	69.56990942
1136	69.56952011
1137	69.56821879
1138	69.56292237
1139	69.56226346
1140	69.56161567
1141	69.55929965
1142	69.55901618
1143	69.55856451
1144	69.55807462
1145	69.55000765
1146	69.54955695
1147	69.5489729
1148	69.5463099
1149	69.54574954
1150	69.53639119
1151	69.53592841
1152	69.53464575
1153	69.53403681
1154	69.53294279
1155	69.53234857
1156	69.52823486
1157	69.52787496
1158	69.52571955
1159	69.52537066
1160	69.51933098
1161	69.51865251
1162	69.51041308
1163	69.51032297
1164	69.50537756
1165	69.48339197
1166	69.48276421
1167	69.48097886
1168	69.48026229
1169	69.47990637
1170	69.47382989
1171	69.47308623
1172	69.46938848
1173	69.46909187
1174	69.46634201
1175	69.46461002
1176	69.46428792
1177	69.46053009
1178	69.4588828
1179	69.45512032
1180	69.45490416
1181	69.45470281
1182	69.45118341
1183	69.45030306
1184	69.44966462
1185	69.44927135
1186	69.44570911
1187	69.4455926
1188	69.44488883
1189	69.44449751
1190	69.44237121
1191	69.43324394
1192	69.43250869
1193	69.43142207
1194	69.42890537
1195	69.42763435
1196	69.42534991
1197	69.4244658
1198	69.4243391
1199	69.41688066
1200	69.4163611
1201	69.40978671
1202	69.40606398
1203	69.39985205
1204	69.39944872
1205	69.39829899
1206	69.39770854
1207	69.39648263
1208	69.39606551
1209	69.39570256
1210	69.39546206
1211	69.39367581
1212	69.39335434
1213	69.3926875
1214	69.39198275
1215	69.39166348
1216	69.38344672
1217	69.37846332
1218	69.37707928
1219	69.36973147
1220	69.36748516
1221	69.36491048
1222	69.36421388
1223	69.3634625
1224	69.36274416
1225	69.35743564
1226	69.35440725
1227	69.35405795
1228	69.35327825
1229	69.35255001
1230	69.35182862
1231	69.35109075
1232	69.35036373
1233	69.34809567
1234	69.34707511
1235	69.34640995
1236	69.34541218
1237	69.3437975
1238	69.34349984
1239	69.34318653
1240	69.34301434
1241	69.3412505
1242	69.34062616
1243	69.33612442
1244	69.33576698
1245	69.33523781
1246	69.3303693
1247	69.32997668
1248	69.32473905
1249	69.31766455
1250	69.30079002
1251	69.27883636
1252	69.27481698
1253	69.27466158
1254	69.27444957
1255	69.26924856
1256	69.26519777
1257	69.26439892
1258	69.26386692
1259	69.26166071
1260	69.25425728
1261	69.2541832
1262	69.25346565
1263	69.2528397
1264	69.25222527
1265	69.25190523
1266	69.25140992
1267	69.25094554
1268	69.25074882
1269	69.24446218
1270	69.24378479
1271	69.23677884
1272	69.23477408
1273	69.23311699
1274	69.23238356
1275	69.23214424
1276	69.22451611
1277	69.22406208
1278	69.22337908
1279	69.2128958
1280	69.2124468
1281	69.21226576
1282	69.21192914
1283	69.20006372
1284	69.19940194
1285	69.19833057
1286	69.19767185
1287	69.19705665
1288	69.19215837
1289	69.18313447
1290	69.17889027
1291	69.17315603
1292	69.17272243
1293	69.17246687
1294	69.17134136
1295	69.17074392
1296	69.17042093
1297	69.1702233
1298	69.16936138
1299	69.16887447
1300	69.16587418
1301	69.16507797
1302	69.16502
1303	69.16461379
1304	69.16441886
1305	69.16431536
1306	69.1640126
1307	69.1633489
1308	69.16296124
1309	69.1627453
1310	69.16224289
1311	69.16191015
1312	69.16079053
1313	69.1606867
1314	69.16032723
1315	69.15793734
1316	69.15749856
1317	69.15721759
1318	69.15499074
1319	69.1537536
1320	69.14592261
1321	69.1420498
1322	69.14113151
1323	69.14019889
1324	69.13805813
1325	69.13098036
1326	69.12994207
1327	69.12771296
1328	69.12150346
1329	69.12073193
1330	69.1099248
1331	69.0949398
1332	69.09301423
1333	69.08927524
1334	69.08883386
1335	69.08442836
1336	69.07904461
1337	69.07613407
1338	69.07567791
1339	69.07526694
1340	69.06899584
1341	69.06331186
1342	69.06262307
1343	69.05679196
1344	69.05310815
1345	69.05246563
1346	69.05172099
1347	69.04594151
1348	69.0405338
1349	69.03999901
1350	69.03636724
1351	69.02810437
1352	69.02030701
1353	69.02005635
1354	69.01380611
1355	69.01348406
1356	69.00281525
1357	69.00235501
1358	69.00193947
1359	68.99219897
1360	68.99154566
1361	68.99065862
1362	68.98465949
1363	68.98002808
1364	68.97899033
1365	68.9782994
1366	68.97747776
1367	68.9769628
1368	68.974783
1369	68.96906494
1370	68.96333365
1371	68.95704669
1372	68.95501466
1373	68.9491987
1374	68.94894489
1375	68.94863248
1376	68.94834913
1377	68.94776854
1378	68.9475414
1379	68.94585792
1380	68.93712327
1381	68.93683569
1382	68.93586738
1383	68.93246768
1384	68.92762282
1385	68.92729229
1386	68.92612078
1387	68.92592385
1388	68.92022191
1389	68.91987794
1390	68.91689822
1391	68.91205141
1392	68.91084058
1393	68.90980515
1394	68.90946849
1395	68.90630189
1396	68.9060605
1397	68.90534473
1398	68.90271213
1399	68.90232931
1400	68.89910818
1401	68.89725047
1402	68.89186981
1403	68.8911802
1404	68.89085944
1405	68.89049622
1406	68.88611659
1407	68.88440156
1408	68.88408929
1409	68.87664467
1410	68.87597803
1411	68.8690247
1412	68.86839324
1413	68.86819071
1414	68.86625239
1415	68.86593544
1416	68.85600687
1417	68.85585231
1418	68.85403657
1419	68.84524159
1420	68.84495813
1421	68.8437592
1422	68.84066901
1423	68.84012711
1424	68.83969211
1425	68.83933559
1426	68.83866728
1427	68.83811418
1428	68.83761422
1429	68.83694356
1430	68.8366311
1431	68.82800407
1432	68.82476688
1433	68.81508283
1434	68.81028752
1435	68.80994544
1436	68.79697114
1437	68.79632126
1438	68.79565801
1439	68.79556957
1440	68.7937971
1441	68.79345599
1442	68.78506652
1443	68.78465426
1444	68.77751123
1445	68.77468086
1446	68.76570988
1447	68.76541235
1448	68.76510184
1449	68.76416364
1450	68.75693915
1451	68.75637149
1452	68.75573928
1453	68.75553568
1454	68.75523034
1455	68.74231909
1456	68.74211247
1457	68.74157197
1458	68.73748269
1459	68.73737831
1460	68.73105196
1461	68.73073944
1462	68.73050892
1463	68.72992492
1464	68.72927417
1465	68.72896544
1466	68.72861964
1467	68.72758649
1468	68.7272457
1469	68.72666177
1470	68.72346397
1471	68.71367274
1472	68.7134157
1473	68.71291119
1474	68.70972745
1475	68.70187696
1476	68.70096665
1477	68.70057834
1478	68.69582586
1479	68.68284746
1480	68.67463554
1481	68.66906461
1482	68.66878584
1483	68.66841985
1484	68.66647872
1485	68.66610717
1486	68.66392788
1487	68.64452964
1488	68.64381095
1489	68.64330989
1490	68.64185236
1491	68.64051727
1492	68.63968039
1493	68.63572964
1494	68.63565219
1495	68.63414745
1496	68.6251378
1497	68.62254141
1498	68.62153116
1499	68.61799053
1500	68.60901869
1501	68.60636068
1502	68.60621268
1503	68.60558658
1504	68.60492898
1505	68.59690565
1506	68.59628041
1507	68.59601784
1508	68.59441652
1509	68.59427859
1510	68.59286405
1511	68.58126014
1512	68.57994374
1513	68.57939591
1514	68.57874241
1515	68.56833492
1516	68.56802974
1517	68.56678662
1518	68.55956756
1519	68.55922938
1520	68.55746415
1521	68.55651402
1522	68.55577049
1523	68.55535368
1524	68.55496836
1525	68.54632004
1526	68.54556698
1527	68.5452667
1528	68.53977586
1529	68.53945157
1530	68.53417681
1531	68.53384514
1532	68.53323283
1533	68.53288972
1534	68.53245789
1535	68.52953912
1536	68.52896761
1537	68.52727312
1538	68.52180118
1539	68.52148573
1540	68.50313127
1541	68.49961592
1542	68.49476622
1543	68.49400779
1544	68.4937037
1545	68.49265795
1546	68.49156752
1547	68.49124238
1548	68.48935161
1549	68.48867131
1550	68.48825589
1551	68.48759693
1552	68.48753668
1553	68.48443821
1554	68.4795807
1555	68.47341216
1556	68.47033145
1557	68.47003138
1558	68.46869205
1559	68.46846918
1560	68.44905448
1561	68.44826253
1562	68.44797343
1563	68.44767694
1564	68.44734821
1565	68.44693125
1566	68.44269065
1567	68.44235571
1568	68.44207866
1569	68.44151446
1570	68.44083972
1571	68.437412
1572	68.43577682
1573	68.43539153
1574	68.43510139
1575	68.43431029
1576	68.43379252
1577	68.43348096
1578	68.43035026
1579	68.42985282
1580	68.42921842
1581	68.42865042
1582	68.42595205
1583	68.42524822
1584	68.42053402
1585	68.41985125
1586	68.40351493
1587	68.40331321
1588	68.40227671
1589	68.40175142
1590	68.40137848
1591	68.39833615
1592	68.39801155
1593	68.39780925
1594	68.39674028
1595	68.39655991
1596	68.39459625
1597	68.39424719
1598	68.39107765
1599	68.39032978
1600	68.38966994
1601	68.3882428
1602	68.38784547
1603	68.38702974
1604	68.38640531
1605	68.38260244
1606	68.3824465
1607	68.38138883
1608	68.37987052
1609	68.3677465
1610	68.3674195
1611	68.36587896
1612	68.36561052
1613	68.35382767
1614	68.35274113
1615	68.3524849
1616	68.3517141
1617	68.35137709
1618	68.35077453
1619	68.35061734
1620	68.35043787
1621	68.34988746
1622	68.3411851
1623	68.33713491
1624	68.33547886
1625	68.33528875
1626	68.32987435
1627	68.32948133
1628	68.32900509
1629	68.32848903
1630	68.32588371
1631	68.32581847
1632	68.32546931
1633	68.31948332
1634	68.31401354
1635	68.31365574
1636	68.31233086
1637	68.31205569
1638	68.30742549
1639	68.30412957
1640	68.30393375
1641	68.30330262
1642	68.30208432
1643	68.29991153
1644	68.29957695
1645	68.29090966
1646	68.29071785
1647	68.29022384
1648	68.28994572
1649	68.2894256
1650	68.28735911
1651	68.2854077
1652	68.28106756
1653	68.26963321
1654	68.26287135
1655	68.26269388
1656	68.26033706
1657	68.25998963
1658	68.25967646
1659	68.2580099
1660	68.25377844
1661	68.25212211
1662	68.25012774
1663	68.24991232
1664	68.2492092
1665	68.24581383
